[5/15/2026, 12:39:03 PM] SUCCESS - Record 6/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 10, DrawCap: 4 kVA, CabE: 2 – 3
[5/15/2026, 3:08:57 PM] SUCCESS - Record 139/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 5 kVA, CabE: 5 – 6
[5/15/2026, 3:10:05 PM] SUCCESS - Record 140/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 5 kVA, CabE: 6 – 7
[5/15/2026, 3:11:12 PM] SUCCESS - Record 141/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 6 kVA, CabE: 2 – 3
[5/15/2026, 3:12:20 PM] SUCCESS - Record 142/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 6 kVA, CabE: 3 – 4
[5/15/2026, 3:13:28 PM] SUCCESS - Record 143/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 6 kVA, CabE: 4 – 5
[5/15/2026, 3:14:36 PM] SUCCESS - Record 144/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 6 kVA, CabE: 5 – 6
[5/15/2026, 3:15:44 PM] SUCCESS - Record 145/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 6 kVA, CabE: 6 – 7
[5/15/2026, 3:16:53 PM] SUCCESS - Record 146/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 7 kVA, CabE: 2 – 3
[5/15/2026, 3:18:01 PM] SUCCESS - Record 147/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 7 kVA, CabE: 3 – 4
[5/15/2026, 3:19:09 PM] SUCCESS - Record 148/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 7 kVA, CabE: 4 – 5
[5/15/2026, 3:20:18 PM] SUCCESS - Record 149/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 7 kVA, CabE: 5 – 6
[5/15/2026, 3:21:26 PM] SUCCESS - Record 150/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 7 kVA, CabE: 6 – 7
[5/15/2026, 3:22:34 PM] SUCCESS - Record 151/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 3 kVA, CabE: 2 – 3
[5/15/2026, 3:23:42 PM] SUCCESS - Record 152/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 3 kVA, CabE: 3 – 4
[5/15/2026, 3:24:50 PM] SUCCESS - Record 153/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 3 kVA, CabE: 4 – 5
[5/15/2026, 3:25:58 PM] SUCCESS - Record 154/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 3 kVA, CabE: 5 – 6
[5/15/2026, 3:27:06 PM] SUCCESS - Record 155/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 3 kVA, CabE: 6 – 7
[5/15/2026, 3:28:14 PM] SUCCESS - Record 156/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 4 kVA, CabE: 2 – 3
[5/15/2026, 3:29:22 PM] SUCCESS - Record 157/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 4 kVA, CabE: 3 – 4
[5/15/2026, 3:30:30 PM] SUCCESS - Record 158/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 4 kVA, CabE: 4 – 5
[5/15/2026, 3:31:38 PM] SUCCESS - Record 159/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 4 kVA, CabE: 5 – 6
[5/15/2026, 3:32:47 PM] SUCCESS - Record 160/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 4 kVA, CabE: 6 – 7
[5/15/2026, 3:33:55 PM] SUCCESS - Record 161/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 5 kVA, CabE: 2 – 3
[5/15/2026, 3:35:04 PM] SUCCESS - Record 162/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 5 kVA, CabE: 3 – 4
[5/15/2026, 3:36:12 PM] SUCCESS - Record 163/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 5 kVA, CabE: 4 – 5
[5/15/2026, 3:37:21 PM] SUCCESS - Record 164/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 5 kVA, CabE: 5 – 6
[5/15/2026, 3:38:29 PM] SUCCESS - Record 165/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 5 kVA, CabE: 6 – 7
[5/15/2026, 3:39:38 PM] SUCCESS - Record 166/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 6 kVA, CabE: 2 – 3
[5/15/2026, 3:40:46 PM] SUCCESS - Record 167/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 6 kVA, CabE: 3 – 4
[5/15/2026, 3:41:53 PM] SUCCESS - Record 168/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 6 kVA, CabE: 4 – 5
[5/15/2026, 3:43:01 PM] SUCCESS - Record 169/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 6 kVA, CabE: 5 – 6
[5/15/2026, 3:44:09 PM] SUCCESS - Record 170/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 6 kVA, CabE: 6 – 7
[5/15/2026, 3:45:17 PM] SUCCESS - Record 171/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 7 kVA, CabE: 2 – 3
[5/15/2026, 3:46:26 PM] SUCCESS - Record 172/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 7 kVA, CabE: 3 – 4
[5/15/2026, 3:47:34 PM] SUCCESS - Record 173/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 7 kVA, CabE: 4 – 5
[5/15/2026, 3:48:44 PM] SUCCESS - Record 174/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 7 kVA, CabE: 5 – 6
[5/15/2026, 3:49:52 PM] SUCCESS - Record 175/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 7 kVA, CabE: 6 – 7
[5/15/2026, 3:51:00 PM] SUCCESS - Record 176/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 3 kVA, CabE: 2 – 3
[5/15/2026, 3:52:09 PM] SUCCESS - Record 177/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 3 kVA, CabE: 3 – 4
[5/15/2026, 3:53:17 PM] SUCCESS - Record 178/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 3 kVA, CabE: 4 – 5
[5/15/2026, 3:54:25 PM] SUCCESS - Record 179/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 3 kVA, CabE: 5 – 6
[5/15/2026, 3:55:33 PM] SUCCESS - Record 180/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 3 kVA, CabE: 6 – 7
[5/15/2026, 3:56:42 PM] SUCCESS - Record 181/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 4 kVA, CabE: 2 – 3
[5/15/2026, 3:57:50 PM] SUCCESS - Record 182/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 4 kVA, CabE: 3 – 4
[5/15/2026, 3:58:58 PM] SUCCESS - Record 183/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 4 kVA, CabE: 4 – 5
[5/15/2026, 4:00:06 PM] SUCCESS - Record 184/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 4 kVA, CabE: 5 – 6
[5/15/2026, 4:01:15 PM] SUCCESS - Record 185/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 4 kVA, CabE: 6 – 7
[5/15/2026, 4:02:23 PM] SUCCESS - Record 186/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 5 kVA, CabE: 2 – 3
[5/15/2026, 4:03:30 PM] SUCCESS - Record 187/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 5 kVA, CabE: 3 – 4
[5/15/2026, 4:04:39 PM] SUCCESS - Record 188/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 5 kVA, CabE: 4 – 5
[5/15/2026, 4:05:47 PM] SUCCESS - Record 189/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 5 kVA, CabE: 5 – 6
[5/15/2026, 4:06:55 PM] SUCCESS - Record 190/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 5 kVA, CabE: 6 – 7
[5/15/2026, 4:08:02 PM] SUCCESS - Record 191/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 6 kVA, CabE: 2 – 3
[5/15/2026, 4:09:10 PM] SUCCESS - Record 192/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 6 kVA, CabE: 3 – 4
[5/15/2026, 4:10:18 PM] SUCCESS - Record 193/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 6 kVA, CabE: 4 – 5
[5/15/2026, 4:11:25 PM] SUCCESS - Record 194/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 6 kVA, CabE: 5 – 6
[5/15/2026, 4:12:33 PM] SUCCESS - Record 195/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 6 kVA, CabE: 6 – 7
[5/15/2026, 4:13:41 PM] SUCCESS - Record 196/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 7 kVA, CabE: 2 – 3
[5/15/2026, 4:14:48 PM] SUCCESS - Record 197/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 7 kVA, CabE: 3 – 4
[5/15/2026, 4:15:56 PM] SUCCESS - Record 198/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 7 kVA, CabE: 4 – 5
[5/15/2026, 4:17:04 PM] SUCCESS - Record 199/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 7 kVA, CabE: 5 – 6
[5/15/2026, 4:18:12 PM] SUCCESS - Record 200/200: Product: Quarter Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 7 kVA, CabE: 6 – 7
