[5/15/2026, 12:39:49 PM] SUCCESS - Record 1/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 10, DrawCap: 3 kVA, CabE: 2 – 3
[5/15/2026, 3:11:57 PM] SUCCESS - Record 102/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 3 kVA, CabE: 3 – 4
[5/15/2026, 3:13:05 PM] SUCCESS - Record 103/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 3 kVA, CabE: 4 – 5
[5/15/2026, 3:14:13 PM] SUCCESS - Record 104/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 3 kVA, CabE: 5 – 6
[5/15/2026, 3:15:21 PM] SUCCESS - Record 105/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 3 kVA, CabE: 6 – 7
[5/15/2026, 3:16:28 PM] SUCCESS - Record 106/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 4 kVA, CabE: 2 – 3
[5/15/2026, 3:17:36 PM] SUCCESS - Record 107/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 4 kVA, CabE: 3 – 4
[5/15/2026, 3:18:44 PM] SUCCESS - Record 108/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 4 kVA, CabE: 4 – 5
[5/15/2026, 3:19:52 PM] SUCCESS - Record 109/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 4 kVA, CabE: 5 – 6
[5/15/2026, 3:21:00 PM] SUCCESS - Record 110/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 4 kVA, CabE: 6 – 7
[5/15/2026, 3:22:08 PM] SUCCESS - Record 111/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 5 kVA, CabE: 2 – 3
[5/15/2026, 3:23:16 PM] SUCCESS - Record 112/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 5 kVA, CabE: 3 – 4
[5/15/2026, 3:24:25 PM] SUCCESS - Record 113/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 5 kVA, CabE: 4 – 5
[5/15/2026, 3:25:33 PM] SUCCESS - Record 114/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 5 kVA, CabE: 5 – 6
[5/15/2026, 3:26:41 PM] SUCCESS - Record 115/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 5 kVA, CabE: 6 – 7
[5/15/2026, 3:27:49 PM] SUCCESS - Record 116/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 6 kVA, CabE: 2 – 3
[5/15/2026, 3:28:57 PM] SUCCESS - Record 117/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 6 kVA, CabE: 3 – 4
[5/15/2026, 3:30:05 PM] SUCCESS - Record 118/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 6 kVA, CabE: 4 – 5
[5/15/2026, 3:31:13 PM] SUCCESS - Record 119/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 6 kVA, CabE: 5 – 6
[5/15/2026, 3:32:21 PM] SUCCESS - Record 120/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 6 kVA, CabE: 6 – 7
[5/15/2026, 3:33:29 PM] SUCCESS - Record 121/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 7 kVA, CabE: 2 – 3
[5/15/2026, 3:34:38 PM] SUCCESS - Record 122/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 7 kVA, CabE: 3 – 4
[5/15/2026, 3:35:46 PM] SUCCESS - Record 123/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 7 kVA, CabE: 4 – 5
[5/15/2026, 3:36:54 PM] SUCCESS - Record 124/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 7 kVA, CabE: 5 – 6
[5/15/2026, 3:38:02 PM] SUCCESS - Record 125/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 400, DrawCap: 7 kVA, CabE: 6 – 7
[5/15/2026, 3:39:10 PM] SUCCESS - Record 126/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 3 kVA, CabE: 2 – 3
[5/15/2026, 3:40:19 PM] SUCCESS - Record 127/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 3 kVA, CabE: 3 – 4
[5/15/2026, 3:41:27 PM] SUCCESS - Record 128/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 3 kVA, CabE: 4 – 5
[5/15/2026, 3:42:35 PM] SUCCESS - Record 129/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 3 kVA, CabE: 5 – 6
[5/15/2026, 3:43:43 PM] SUCCESS - Record 130/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 3 kVA, CabE: 6 – 7
[5/15/2026, 3:44:51 PM] SUCCESS - Record 131/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 4 kVA, CabE: 2 – 3
[5/15/2026, 3:46:00 PM] SUCCESS - Record 132/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 4 kVA, CabE: 3 – 4
[5/15/2026, 3:47:08 PM] SUCCESS - Record 133/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 4 kVA, CabE: 4 – 5
[5/15/2026, 3:48:16 PM] SUCCESS - Record 134/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 4 kVA, CabE: 5 – 6
[5/15/2026, 3:49:25 PM] SUCCESS - Record 135/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 4 kVA, CabE: 6 – 7
[5/15/2026, 3:50:34 PM] SUCCESS - Record 136/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 5 kVA, CabE: 2 – 3
[5/15/2026, 3:51:42 PM] SUCCESS - Record 137/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 5 kVA, CabE: 3 – 4
[5/15/2026, 3:52:50 PM] SUCCESS - Record 138/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 5 kVA, CabE: 4 – 5
[5/15/2026, 3:53:58 PM] SUCCESS - Record 139/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 5 kVA, CabE: 5 – 6
[5/15/2026, 3:55:06 PM] SUCCESS - Record 140/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 5 kVA, CabE: 6 – 7
[5/15/2026, 3:56:15 PM] SUCCESS - Record 141/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 6 kVA, CabE: 2 – 3
[5/15/2026, 3:57:23 PM] SUCCESS - Record 142/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 6 kVA, CabE: 3 – 4
[5/15/2026, 3:58:31 PM] SUCCESS - Record 143/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 6 kVA, CabE: 4 – 5
[5/15/2026, 3:59:40 PM] SUCCESS - Record 144/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 6 kVA, CabE: 5 – 6
[5/15/2026, 4:00:48 PM] SUCCESS - Record 145/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 6 kVA, CabE: 6 – 7
[5/15/2026, 4:01:56 PM] SUCCESS - Record 146/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 7 kVA, CabE: 2 – 3
[5/15/2026, 4:03:03 PM] SUCCESS - Record 147/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 7 kVA, CabE: 3 – 4
[5/15/2026, 4:04:11 PM] SUCCESS - Record 148/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 7 kVA, CabE: 4 – 5
[5/15/2026, 4:05:18 PM] SUCCESS - Record 149/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 7 kVA, CabE: 5 – 6
[5/15/2026, 4:06:26 PM] SUCCESS - Record 150/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 7 kVA, CabE: 6 – 7
[5/15/2026, 4:07:34 PM] SUCCESS - Record 151/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 3 kVA, CabE: 2 – 3
[5/15/2026, 4:08:41 PM] SUCCESS - Record 152/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 3 kVA, CabE: 3 – 4
[5/15/2026, 4:09:49 PM] SUCCESS - Record 153/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 3 kVA, CabE: 4 – 5
[5/15/2026, 4:10:56 PM] SUCCESS - Record 154/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 3 kVA, CabE: 5 – 6
[5/15/2026, 4:12:05 PM] SUCCESS - Record 155/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 3 kVA, CabE: 6 – 7
[5/15/2026, 4:13:13 PM] SUCCESS - Record 156/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 4 kVA, CabE: 2 – 3
[5/15/2026, 4:14:21 PM] SUCCESS - Record 157/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 4 kVA, CabE: 3 – 4
[5/15/2026, 4:15:28 PM] SUCCESS - Record 158/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 4 kVA, CabE: 4 – 5
[5/15/2026, 4:16:36 PM] SUCCESS - Record 159/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 4 kVA, CabE: 5 – 6
[5/15/2026, 4:17:44 PM] SUCCESS - Record 160/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 4 kVA, CabE: 6 – 7
[5/15/2026, 4:18:52 PM] SUCCESS - Record 161/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 5 kVA, CabE: 2 – 3
[5/15/2026, 4:20:00 PM] SUCCESS - Record 162/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 5 kVA, CabE: 3 – 4
[5/15/2026, 4:21:07 PM] SUCCESS - Record 163/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 5 kVA, CabE: 4 – 5
[5/15/2026, 4:22:15 PM] SUCCESS - Record 164/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 5 kVA, CabE: 5 – 6
[5/15/2026, 4:23:23 PM] SUCCESS - Record 165/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 5 kVA, CabE: 6 – 7
[5/15/2026, 4:24:31 PM] SUCCESS - Record 166/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 6 kVA, CabE: 2 – 3
[5/15/2026, 4:25:40 PM] SUCCESS - Record 167/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 6 kVA, CabE: 3 – 4
[5/15/2026, 4:26:48 PM] SUCCESS - Record 168/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 6 kVA, CabE: 4 – 5
[5/15/2026, 4:28:01 PM] SUCCESS - Record 169/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 6 kVA, CabE: 5 – 6
[5/15/2026, 4:29:10 PM] SUCCESS - Record 170/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 6 kVA, CabE: 6 – 7
[5/15/2026, 4:30:19 PM] SUCCESS - Record 171/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 7 kVA, CabE: 2 – 3
[5/15/2026, 4:31:29 PM] SUCCESS - Record 172/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 7 kVA, CabE: 3 – 4
[5/15/2026, 4:32:38 PM] SUCCESS - Record 173/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 7 kVA, CabE: 4 – 5
[5/15/2026, 4:33:47 PM] SUCCESS - Record 174/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 7 kVA, CabE: 5 – 6
[5/15/2026, 4:34:56 PM] SUCCESS - Record 175/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 7 kVA, CabE: 6 – 7
[5/15/2026, 4:36:07 PM] SUCCESS - Record 176/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 3 kVA, CabE: 2 – 3
[5/15/2026, 4:37:18 PM] SUCCESS - Record 177/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 3 kVA, CabE: 3 – 4
[5/15/2026, 4:38:29 PM] SUCCESS - Record 178/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 3 kVA, CabE: 4 – 5
[5/15/2026, 4:39:37 PM] SUCCESS - Record 179/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 3 kVA, CabE: 5 – 6
[5/15/2026, 4:40:48 PM] SUCCESS - Record 180/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 3 kVA, CabE: 6 – 7
[5/15/2026, 4:41:57 PM] SUCCESS - Record 181/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 4 kVA, CabE: 2 – 3
[5/15/2026, 4:43:09 PM] SUCCESS - Record 182/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 4 kVA, CabE: 3 – 4
[5/15/2026, 4:44:19 PM] SUCCESS - Record 183/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 4 kVA, CabE: 4 – 5
[5/15/2026, 4:45:29 PM] SUCCESS - Record 184/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 4 kVA, CabE: 5 – 6
[5/15/2026, 4:46:41 PM] SUCCESS - Record 185/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 4 kVA, CabE: 6 – 7
[5/15/2026, 4:47:57 PM] SUCCESS - Record 186/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 5 kVA, CabE: 2 – 3
[5/15/2026, 4:49:06 PM] SUCCESS - Record 187/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 5 kVA, CabE: 3 – 4
[5/15/2026, 4:50:14 PM] SUCCESS - Record 188/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 5 kVA, CabE: 4 – 5
[5/15/2026, 4:51:23 PM] SUCCESS - Record 189/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 5 kVA, CabE: 5 – 6
[5/15/2026, 4:52:33 PM] SUCCESS - Record 190/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 5 kVA, CabE: 6 – 7
[5/15/2026, 4:53:42 PM] SUCCESS - Record 191/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 6 kVA, CabE: 2 – 3
[5/15/2026, 4:54:51 PM] SUCCESS - Record 192/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 6 kVA, CabE: 3 – 4
[5/15/2026, 4:56:00 PM] SUCCESS - Record 193/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 6 kVA, CabE: 4 – 5
[5/15/2026, 4:57:10 PM] SUCCESS - Record 194/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 6 kVA, CabE: 5 – 6
[5/15/2026, 4:58:19 PM] SUCCESS - Record 195/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 6 kVA, CabE: 6 – 7
[5/15/2026, 4:59:28 PM] SUCCESS - Record 196/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 7 kVA, CabE: 2 – 3
[5/15/2026, 5:00:38 PM] SUCCESS - Record 197/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 7 kVA, CabE: 3 – 4
[5/15/2026, 5:01:47 PM] SUCCESS - Record 198/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 7 kVA, CabE: 4 – 5
[5/15/2026, 5:02:57 PM] SUCCESS - Record 199/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 7 kVA, CabE: 5 – 6
[5/15/2026, 5:04:06 PM] SUCCESS - Record 200/200: Product: Colocation Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 7 kVA, CabE: 6 – 7
[5/15/2026, 5:50:45 PM] SUCCESS - Record 6/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 10, DrawCap: 4 kVA, CabE: 2 – 3
[5/15/2026, 5:51:52 PM] SUCCESS - Record 7/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 10, DrawCap: 4 kVA, CabE: 3 – 4
[5/15/2026, 5:53:00 PM] SUCCESS - Record 8/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 10, DrawCap: 4 kVA, CabE: 4 – 5
[5/15/2026, 5:54:07 PM] SUCCESS - Record 9/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 10, DrawCap: 4 kVA, CabE: 5 – 6
[5/15/2026, 5:55:15 PM] SUCCESS - Record 10/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 10, DrawCap: 4 kVA, CabE: 6 – 7
[5/15/2026, 5:56:22 PM] SUCCESS - Record 11/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 10, DrawCap: 5 kVA, CabE: 2 – 3
[5/15/2026, 5:57:30 PM] SUCCESS - Record 12/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 10, DrawCap: 5 kVA, CabE: 3 – 4
[5/15/2026, 5:58:38 PM] SUCCESS - Record 13/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 10, DrawCap: 5 kVA, CabE: 4 – 5
[5/15/2026, 5:59:46 PM] SUCCESS - Record 14/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 10, DrawCap: 5 kVA, CabE: 5 – 6
[5/15/2026, 6:00:53 PM] SUCCESS - Record 15/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 10, DrawCap: 5 kVA, CabE: 6 – 7
[5/15/2026, 6:02:01 PM] SUCCESS - Record 16/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 10, DrawCap: 6 kVA, CabE: 2 – 3
[5/15/2026, 6:03:08 PM] SUCCESS - Record 17/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 10, DrawCap: 6 kVA, CabE: 3 – 4
[5/15/2026, 6:04:16 PM] SUCCESS - Record 18/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 10, DrawCap: 6 kVA, CabE: 4 – 5
[5/15/2026, 6:05:24 PM] SUCCESS - Record 19/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 10, DrawCap: 6 kVA, CabE: 5 – 6
[5/15/2026, 6:06:32 PM] SUCCESS - Record 20/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 10, DrawCap: 6 kVA, CabE: 6 – 7
[5/15/2026, 6:08:30 PM] SUCCESS - Record 21/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 10, DrawCap: 7 kVA, CabE: 2 – 3
[5/15/2026, 6:09:38 PM] SUCCESS - Record 22/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 10, DrawCap: 7 kVA, CabE: 3 – 4
[5/15/2026, 6:10:45 PM] SUCCESS - Record 23/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 10, DrawCap: 7 kVA, CabE: 4 – 5
[5/15/2026, 6:12:25 PM] SUCCESS - Record 24/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 10, DrawCap: 7 kVA, CabE: 5 – 6
[5/15/2026, 6:13:32 PM] SUCCESS - Record 25/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 10, DrawCap: 7 kVA, CabE: 6 – 7
[5/15/2026, 6:14:40 PM] SUCCESS - Record 26/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 50, DrawCap: 3 kVA, CabE: 2 – 3
[5/15/2026, 6:15:47 PM] SUCCESS - Record 27/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 50, DrawCap: 3 kVA, CabE: 3 – 4
[5/15/2026, 6:16:55 PM] SUCCESS - Record 28/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 50, DrawCap: 3 kVA, CabE: 4 – 5
[5/15/2026, 6:18:03 PM] SUCCESS - Record 29/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 50, DrawCap: 3 kVA, CabE: 5 – 6
[5/15/2026, 6:19:10 PM] SUCCESS - Record 30/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 50, DrawCap: 3 kVA, CabE: 6 – 7
[5/15/2026, 6:20:18 PM] SUCCESS - Record 31/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 50, DrawCap: 4 kVA, CabE: 2 – 3
[5/15/2026, 6:21:25 PM] SUCCESS - Record 32/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 50, DrawCap: 4 kVA, CabE: 3 – 4
[5/15/2026, 6:22:33 PM] SUCCESS - Record 33/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 50, DrawCap: 4 kVA, CabE: 4 – 5
[5/15/2026, 6:23:41 PM] SUCCESS - Record 34/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 50, DrawCap: 4 kVA, CabE: 5 – 6
[5/15/2026, 6:24:48 PM] SUCCESS - Record 35/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 50, DrawCap: 4 kVA, CabE: 6 – 7
[5/15/2026, 6:25:56 PM] SUCCESS - Record 36/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 50, DrawCap: 5 kVA, CabE: 2 – 3
[5/15/2026, 6:27:03 PM] SUCCESS - Record 37/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 50, DrawCap: 5 kVA, CabE: 3 – 4
[5/15/2026, 6:28:12 PM] SUCCESS - Record 38/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 50, DrawCap: 5 kVA, CabE: 4 – 5
[5/15/2026, 6:29:20 PM] SUCCESS - Record 39/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 50, DrawCap: 5 kVA, CabE: 5 – 6
[5/15/2026, 6:30:28 PM] SUCCESS - Record 40/200: Product: Half Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 50, DrawCap: 5 kVA, CabE: 6 – 7
