[5/14/2026, 6:33:15 PM] SUCCESS - Record 1/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 10, DrawCap: 3 kVA, CabE: 2 – 3
[5/14/2026, 9:21:24 PM] SUCCESS - Record 132/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 4 kVA, CabE: 3 – 4
[5/14/2026, 9:22:32 PM] SUCCESS - Record 133/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 4 kVA, CabE: 4 – 5
[5/14/2026, 9:23:40 PM] SUCCESS - Record 134/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 4 kVA, CabE: 5 – 6
[5/14/2026, 9:24:47 PM] SUCCESS - Record 135/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 4 kVA, CabE: 6 – 7
[5/14/2026, 9:25:55 PM] SUCCESS - Record 136/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 5 kVA, CabE: 2 – 3
[5/14/2026, 9:27:03 PM] SUCCESS - Record 137/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 5 kVA, CabE: 3 – 4
[5/14/2026, 9:28:10 PM] SUCCESS - Record 138/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 5 kVA, CabE: 4 – 5
[5/14/2026, 9:29:18 PM] SUCCESS - Record 139/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 5 kVA, CabE: 5 – 6
[5/14/2026, 9:30:26 PM] SUCCESS - Record 140/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 5 kVA, CabE: 6 – 7
[5/14/2026, 9:31:33 PM] SUCCESS - Record 141/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 6 kVA, CabE: 2 – 3
[5/14/2026, 9:32:41 PM] SUCCESS - Record 142/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 6 kVA, CabE: 3 – 4
[5/14/2026, 9:33:49 PM] SUCCESS - Record 143/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 6 kVA, CabE: 4 – 5
[5/14/2026, 9:34:57 PM] SUCCESS - Record 144/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 6 kVA, CabE: 5 – 6
[5/14/2026, 9:36:05 PM] SUCCESS - Record 145/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 6 kVA, CabE: 6 – 7
[5/14/2026, 9:37:13 PM] SUCCESS - Record 146/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 7 kVA, CabE: 2 – 3
[5/14/2026, 9:38:20 PM] SUCCESS - Record 147/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 7 kVA, CabE: 3 – 4
[5/14/2026, 9:39:28 PM] SUCCESS - Record 148/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 7 kVA, CabE: 4 – 5
[5/14/2026, 9:40:36 PM] SUCCESS - Record 149/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 7 kVA, CabE: 5 – 6
[5/14/2026, 9:41:43 PM] SUCCESS - Record 150/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 600, DrawCap: 7 kVA, CabE: 6 – 7
[5/14/2026, 9:42:51 PM] SUCCESS - Record 151/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 3 kVA, CabE: 2 – 3
[5/14/2026, 9:43:59 PM] SUCCESS - Record 152/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 3 kVA, CabE: 3 – 4
[5/14/2026, 9:45:06 PM] SUCCESS - Record 153/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 3 kVA, CabE: 4 – 5
[5/14/2026, 9:46:14 PM] SUCCESS - Record 154/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 3 kVA, CabE: 5 – 6
[5/14/2026, 9:47:22 PM] SUCCESS - Record 155/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 3 kVA, CabE: 6 – 7
[5/14/2026, 9:48:29 PM] SUCCESS - Record 156/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 4 kVA, CabE: 2 – 3
[5/14/2026, 9:49:37 PM] SUCCESS - Record 157/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 4 kVA, CabE: 3 – 4
[5/14/2026, 9:50:45 PM] SUCCESS - Record 158/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 4 kVA, CabE: 4 – 5
[5/14/2026, 9:51:53 PM] SUCCESS - Record 159/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 4 kVA, CabE: 5 – 6
[5/14/2026, 9:53:01 PM] SUCCESS - Record 160/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 4 kVA, CabE: 6 – 7
[5/14/2026, 9:54:09 PM] SUCCESS - Record 161/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 5 kVA, CabE: 2 – 3
[5/14/2026, 9:55:16 PM] SUCCESS - Record 162/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 5 kVA, CabE: 3 – 4
[5/14/2026, 9:56:24 PM] SUCCESS - Record 163/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 5 kVA, CabE: 4 – 5
[5/14/2026, 9:57:32 PM] SUCCESS - Record 164/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 5 kVA, CabE: 5 – 6
[5/14/2026, 9:58:39 PM] SUCCESS - Record 165/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 5 kVA, CabE: 6 – 7
[5/14/2026, 9:59:47 PM] SUCCESS - Record 166/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 6 kVA, CabE: 2 – 3
[5/14/2026, 10:00:55 PM] SUCCESS - Record 167/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 6 kVA, CabE: 3 – 4
[5/14/2026, 10:02:02 PM] SUCCESS - Record 168/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 6 kVA, CabE: 4 – 5
[5/14/2026, 10:03:10 PM] SUCCESS - Record 169/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 6 kVA, CabE: 5 – 6
[5/14/2026, 10:04:18 PM] SUCCESS - Record 170/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 6 kVA, CabE: 6 – 7
[5/14/2026, 10:05:25 PM] SUCCESS - Record 171/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 7 kVA, CabE: 2 – 3
[5/14/2026, 10:06:34 PM] SUCCESS - Record 172/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 7 kVA, CabE: 3 – 4
[5/14/2026, 10:07:42 PM] SUCCESS - Record 173/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 7 kVA, CabE: 4 – 5
[5/14/2026, 10:08:50 PM] SUCCESS - Record 174/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 7 kVA, CabE: 5 – 6
[5/14/2026, 10:09:58 PM] SUCCESS - Record 175/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 800, DrawCap: 7 kVA, CabE: 6 – 7
[5/14/2026, 10:11:05 PM] SUCCESS - Record 176/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 3 kVA, CabE: 2 – 3
[5/14/2026, 10:12:13 PM] SUCCESS - Record 177/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 3 kVA, CabE: 3 – 4
[5/14/2026, 10:13:21 PM] SUCCESS - Record 178/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 3 kVA, CabE: 4 – 5
[5/14/2026, 10:14:29 PM] SUCCESS - Record 179/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 3 kVA, CabE: 5 – 6
[5/14/2026, 10:15:36 PM] SUCCESS - Record 180/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 3 kVA, CabE: 6 – 7
[5/14/2026, 10:16:44 PM] SUCCESS - Record 181/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 4 kVA, CabE: 2 – 3
[5/14/2026, 10:17:52 PM] SUCCESS - Record 182/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 4 kVA, CabE: 3 – 4
[5/14/2026, 10:18:59 PM] SUCCESS - Record 183/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 4 kVA, CabE: 4 – 5
[5/14/2026, 10:20:07 PM] SUCCESS - Record 184/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 4 kVA, CabE: 5 – 6
[5/14/2026, 10:21:15 PM] SUCCESS - Record 185/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 4 kVA, CabE: 6 – 7
[5/14/2026, 10:22:25 PM] SUCCESS - Record 186/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 5 kVA, CabE: 2 – 3
[5/14/2026, 10:23:33 PM] SUCCESS - Record 187/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 5 kVA, CabE: 3 – 4
[5/14/2026, 10:24:40 PM] SUCCESS - Record 188/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 5 kVA, CabE: 4 – 5
[5/14/2026, 10:25:48 PM] SUCCESS - Record 189/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 5 kVA, CabE: 5 – 6
[5/14/2026, 10:26:56 PM] SUCCESS - Record 190/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 5 kVA, CabE: 6 – 7
[5/14/2026, 10:28:04 PM] SUCCESS - Record 191/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 6 kVA, CabE: 2 – 3
[5/14/2026, 10:29:11 PM] SUCCESS - Record 192/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 6 kVA, CabE: 3 – 4
[5/14/2026, 10:30:19 PM] SUCCESS - Record 193/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 6 kVA, CabE: 4 – 5
[5/14/2026, 10:31:27 PM] SUCCESS - Record 194/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 6 kVA, CabE: 5 – 6
[5/14/2026, 10:32:35 PM] SUCCESS - Record 195/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 6 kVA, CabE: 6 – 7
[5/14/2026, 10:33:42 PM] SUCCESS - Record 196/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 7 kVA, CabE: 2 – 3
[5/14/2026, 10:34:50 PM] SUCCESS - Record 197/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 7 kVA, CabE: 3 – 4
[5/14/2026, 10:35:58 PM] SUCCESS - Record 198/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 7 kVA, CabE: 4 – 5
[5/14/2026, 10:37:06 PM] SUCCESS - Record 199/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 7 kVA, CabE: 5 – 6
[5/14/2026, 10:38:15 PM] SUCCESS - Record 200/200: Product: Shared Cage, PSM: Term Based - Monthly, Type: Percentage, Value: 10, Cabinet: 1000, DrawCap: 7 kVA, CabE: 6 – 7
 
